id ,CourseID,email,Name,phone
532,A532,Ronnie@trent.ca,Ronnie,3174198846
533,A533,Calvin@trent.ca,Calvin,2452421656
534,A534,Brendan@trent.ca,Brendan,2995462732
535,A535,Juan@trent.ca,Juan,3292861630
536,A536,Kason@trent.ca,Kason,2953946268
537,A537,Denzel@trent.ca,Denzel,3055742249
538,A538,Dennis@trent.ca,Dennis,2674498140
539,A539,Leonard@trent.ca,Leonard,2483874761
540,A540,Leon@trent.ca,Leon,2331060140
541,A541,Salvador@trent.ca,Salvador,2636446419
542,A542,Darrell@trent.ca,Darrell,2590660737
543,A543,Jonah@trent.ca,Jonah,2956253893
544,A544,Gavyn@trent.ca,Gavyn,2833863683
545,A545,Brycen@trent.ca,Brycen,2721337423
546,A546,Derrick@trent.ca,Derrick,2934291059
547,A547,Yusuf@trent.ca,Yusuf,2395394102
548,A548,Valentin@trent.ca,Valentin,3305927587
549,A549,Ulises@trent.ca,Ulises,3025044440
550,A550,Quinton@trent.ca,Quinton,2835110387
551,A551,Vincent@trent.ca,Vincent,3288651259
552,A552,Camden@trent.ca,Camden,2886923553
553,A553,Steven@trent.ca,Steven,2577690202
554,A554,Ryder@trent.ca,Ryder,3304688642
555,A555,Elvis@trent.ca,Elvis,2865641088
556,A556,Oscar@trent.ca,Oscar,2951375861
557,A557,Ralph@trent.ca,Ralph,2539143220
558,A558,Anton@trent.ca,Anton,2704874138
559,A559,Devyn@trent.ca,Devyn,2505562424
560,A560,Enrique@trent.ca,Enrique,3111545574
561,A561,Jaylin@trent.ca,Jaylin,3260788241
562,A562,Parker@trent.ca,Parker,2963112629
563,A563,Yurem@trent.ca,Yurem,3159566121
564,A564,Yair@trent.ca,Yair,2871802708
565,A565,Finn@trent.ca,Finn,2562215173
566,A566,Lance@trent.ca,Lance,2434618824
567,A567,Jamir@trent.ca,Jamir,2412796053
568,A568,Kenny@trent.ca,Kenny,3009905282
569,A569,Guillermo@trent.ca,Guillermo,2881416220
570,A570,Kenyon@trent.ca,Kenyon,3330677959
571,A571,Antonio@trent.ca,Antonio,2505391142
572,A572,Everett@trent.ca,Everett,2588946254
573,A573,Cristopher@trent.ca,Cristopher,3044103712
574,A574,Jovanni@trent.ca,Jovanni,2436391584
575,A575,Davin@trent.ca,Davin,2500009291
576,A576,Tyshawn@trent.ca,Tyshawn,3116793907
577,A577,Marshall@trent.ca,Marshall,2547282911
578,A578,Carsen@trent.ca,Carsen,2318829262
579,A579,Jayden@trent.ca,Jayden,2936428821
580,A580,Uriel@trent.ca,Uriel,2989859608
581,A581,Jack@trent.ca,Jack,2464237908
582,A582,Casey@trent.ca,Casey,3044472822
583,A583,Rayan@trent.ca,Rayan,3307056320
584,A584,Brady@trent.ca,Brady,2984980144
585,A585,Misael@trent.ca,Misael,2908165433
586,A586,Mark@trent.ca,Mark,2694155015
587,A587,Zachary@trent.ca,Zachary,2631830142
588,A588,Pablo@trent.ca,Pablo,2752654902
589,A589,Brandon@trent.ca,Brandon,2439826118
590,A590,Keon@trent.ca,Keon,3128840712
591,A591,Finley@trent.ca,Finley,2418171455
592,A592,Rene@trent.ca,Rene,2350164727
593,A593,Desmond@trent.ca,Desmond,3204105169
594,A594,Javion@trent.ca,Javion,3298358520
595,A595,Valentino@trent.ca,Valentino,2694628525
596,A596,Ivan@trent.ca,Ivan,2945329779
597,A597,Deegan@trent.ca,Deegan,2486840641
598,A598,Clark@trent.ca,Clark,2564226680
599,A599,Frankie@trent.ca,Frankie,2272355270
600,A600,Emery@trent.ca,Emery,2476395577
601,A601,Martin@trent.ca,Martin,2352245768
602,A602,Brennan@trent.ca,Brennan,3249253536
603,A603,Ian@trent.ca,Ian,2805448729
604,A604,Waylon@trent.ca,Waylon,3048543701
605,A605,Edward@trent.ca,Edward,2941606523
606,A606,Ahmad@trent.ca,Ahmad,2708407328
607,A607,Leo@trent.ca,Leo,2589442495
608,A608,Dustin@trent.ca,Dustin,2738367071
609,A609,Curtis@trent.ca,Curtis,2996792300
610,A610,Joe@trent.ca,Joe,2859764118
611,A611,Davis@trent.ca,Davis,2579137034
612,A612,Colt@trent.ca,Colt,3042101704
613,A613,Reginald@trent.ca,Reginald,3217473208
614,A614,Keagan@trent.ca,Keagan,2654490176
615,A615,Marques@trent.ca,Marques,2711331205
616,A616,Keegan@trent.ca,Keegan,3330360607
617,A617,Drew@trent.ca,Drew,3057681964
618,A618,Amari@trent.ca,Amari,3067463146
619,A619,Trent@trent.ca,Trent,2396014624
620,A620,Bruce@trent.ca,Bruce,3139346481
621,A621,Nikolas@trent.ca,Nikolas,2848826190
622,A622,Dallas@trent.ca,Dallas,2633060897
623,A623,Rylan@trent.ca,Rylan,2768963347
624,A624,Jonathan@trent.ca,Jonathan,3047138744
625,A625,Benjamin@trent.ca,Benjamin,2924667498
626,A626,Owen@trent.ca,Owen,3222739858
627,A627,Preston@trent.ca,Preston,3312788409
628,A628,Jayvion@trent.ca,Jayvion,3031438330
629,A629,Josh@trent.ca,Josh,3052473381
630,A630,Trevon@trent.ca,Trevon,2884504773
631,A631,Dean@trent.ca,Dean,2863424678
632,A632,Chad@trent.ca,Chad,2470994398
633,A633,Carter@trent.ca,Carter,2276848502
634,A634,Noe@trent.ca,Noe,2917019960
635,A635,Tristen@trent.ca,Tristen,2602598901
636,A636,Konner@trent.ca,Konner,2781279647
637,A637,Walter@trent.ca,Walter,2369774077
638,A638,Humberto@trent.ca,Humberto,3266259281
639,A639,Trace@trent.ca,Trace,3060643464
640,A640,Colten@trent.ca,Colten,3176934392
641,A641,Ezra@trent.ca,Ezra,3007684711
642,A642,Gavin@trent.ca,Gavin,2699128761
643,A643,Kasen@trent.ca,Kasen,2862572712
644,A644,Alessandro@trent.ca,Alessandro,2229063117
645,A645,Garrett@trent.ca,Garrett,2452878860
646,A646,Johnny@trent.ca,Johnny,2470865695
647,A647,Isaiah@trent.ca,Isaiah,2832500216
648,A648,Micah@trent.ca,Micah,2734642913
649,A649,Greyson@trent.ca,Greyson,2791082047
650,A650,Dillon@trent.ca,Dillon,3250109532
651,A651,Todd@trent.ca,Todd,2905025979
652,A652,Victor@trent.ca,Victor,2715867605
653,A653,Nash@trent.ca,Nash,2558448216
654,A654,Jeffery@trent.ca,Jeffery,2675132559
655,A655,Heath@trent.ca,Heath,3299383296
656,A656,Luka@trent.ca,Luka,2230315296
657,A657,Angelo@trent.ca,Angelo,2990808259
658,A658,Ricardo@trent.ca,Ricardo,2864587748
659,A659,Chaz@trent.ca,Chaz,2259575350
660,A660,Jefferson@trent.ca,Jefferson,2987280336
661,A661,Dario@trent.ca,Dario,2701107102
662,A662,Zane@trent.ca,Zane,2385167569
663,A663,Dashawn@trent.ca,Dashawn,2573669579
664,A664,Sterling@trent.ca,Sterling,3309230398
665,A665,Brooks@trent.ca,Brooks,2671050461
666,A666,Xzavier@trent.ca,Xzavier,2253437797
667,A667,Derick@trent.ca,Derick,2502302563
668,A668,Emilio@trent.ca,Emilio,2527913910
669,A669,Izayah@trent.ca,Izayah,2363336457
670,A670,Blaine@trent.ca,Blaine,2742035054
671,A671,Barrett@trent.ca,Barrett,2559164827
672,A672,Francis@trent.ca,Francis,3128817983
673,A673,Makhi@trent.ca,Makhi,2965927263
674,A674,Keyon@trent.ca,Keyon,2626953809
675,A675,Darwin@trent.ca,Darwin,2239229295
676,A676,Glenn@trent.ca,Glenn,2522130367
677,A677,Richard@trent.ca,Richard,3047392355
678,A678,Alfredo@trent.ca,Alfredo,2830573751
679,A679,Zavier@trent.ca,Zavier,2505982950
680,A680,Winston@trent.ca,Winston,2556423192
681,A681,Elliot@trent.ca,Elliot,3010212406
682,A682,Braden@trent.ca,Braden,3295503577
683,A683,Jarrett@trent.ca,Jarrett,2849137239
684,A684,Jamar@trent.ca,Jamar,2691840489
685,A685,Simon@trent.ca,Simon,3232620613
686,A686,Jeffrey@trent.ca,Jeffrey,3145020717
687,A687,Lyric@trent.ca,Lyric,2675899066
688,A688,Trey@trent.ca,Trey,3223746624
689,A689,Seth@trent.ca,Seth,2244637893
690,A690,Devon@trent.ca,Devon,3080200486
691,A691,Kane@trent.ca,Kane,2368546033
692,A692,Bryce@trent.ca,Bryce,2540024087
693,A693,Damarion@trent.ca,Damarion,2357090495
694,A694,Allan@trent.ca,Allan,3309531440
695,A695,Van@trent.ca,Van,2862099426
696,A696,Marco@trent.ca,Marco,2661050658
697,A697,Declan@trent.ca,Declan,3075811459
698,A698,Alonzo@trent.ca,Alonzo,2326127896
699,A699,Wesley@trent.ca,Wesley,2957216552
700,A700,Salvatore@trent.ca,Salvatore,2473061632
701,A701,Rigoberto@trent.ca,Rigoberto,2942471139
702,A702,Jovani@trent.ca,Jovani,2651686829
703,A703,Javier@trent.ca,Javier,3007252723
704,A704,Andy@trent.ca,Andy,2567555716
705,A705,Hector@trent.ca,Hector,2593005065
706,A706,Demetrius@trent.ca,Demetrius,2588428913
707,A707,Deandre@trent.ca,Deandre,3215881660
708,A708,Kyan@trent.ca,Kyan,2774967512
709,A709,Aaden@trent.ca,Aaden,2481074323
710,A710,Leonel@trent.ca,Leonel,2504854781
711,A711,Chance@trent.ca,Chance,2330492026
712,A712,Gabriel@trent.ca,Gabriel,3330005141
713,A713,Philip@trent.ca,Philip,2321849498
714,A714,Kelton@trent.ca,Kelton,2450462443
715,A715,Eli@trent.ca,Eli,2461238449
716,A716,Zain@trent.ca,Zain,3128837198
717,A717,Camron@trent.ca,Camron,2537320665
718,A718,Xander@trent.ca,Xander,2726385609
719,A719,Raymond@trent.ca,Raymond,2540565165
720,A720,Mario@trent.ca,Mario,2623600762
721,A721,Malcolm@trent.ca,Malcolm,3050525212
722,A722,Tyrese@trent.ca,Tyrese,2655449404
723,A723,Gregory@trent.ca,Gregory,3229904023
724,A724,Esteban@trent.ca,Esteban,2325265650
725,A725,Baron@trent.ca,Baron,2793663525
726,A726,Zaire@trent.ca,Zaire,2974176170
727,A727,Pranav@trent.ca,Pranav,3212409868
728,A728,Agustin@trent.ca,Agustin,2873954430
729,A729,Alfred@trent.ca,Alfred,3152928190
730,A730,Braylen@trent.ca,Braylen,2899699528
731,A731,Corey@trent.ca,Corey,3005257876
732,A732,Vicente@trent.ca,Vicente,2519715851
733,A733,Khalil@trent.ca,Khalil,2493228215
734,A734,Javon@trent.ca,Javon,2895248304
735,A735,Israel@trent.ca,Israel,3237744464
736,A736,Triston@trent.ca,Triston,2636479305
737,A737,Oswaldo@trent.ca,Oswaldo,2444401918
738,A738,Tommy@trent.ca,Tommy,2913286376
739,A739,Cason@trent.ca,Cason,3105539258
740,A740,Sidney@trent.ca,Sidney,2678594369
741,A741,Atticus@trent.ca,Atticus,3120311614
742,A742,Marcos@trent.ca,Marcos,2324432144
743,A743,Talan@trent.ca,Talan,2538041610
744,A744,Nathanial@trent.ca,Nathanial,2782978018
745,A745,Ty@trent.ca,Ty,2772291648
746,A746,Reuben@trent.ca,Reuben,2954039018
747,A747,Darion@trent.ca,Darion,2949345195
748,A748,Cael@trent.ca,Cael,2798235611
749,A749,Oliver@trent.ca,Oliver,3104333262
750,A750,Moses@trent.ca,Moses,2869021957
751,A751,Kenneth@trent.ca,Kenneth,2950476047
752,A752,Jovan@trent.ca,Jovan,3107406565
753,A753,Will@trent.ca,Will,2376911555
754,A754,Jair@trent.ca,Jair,2451829308
755,A755,Cameron@trent.ca,Cameron,2636897375
756,A756,Nikolai@trent.ca,Nikolai,2980995877
757,A757,Demarion@trent.ca,Demarion,2277271857
758,A758,Noah@trent.ca,Noah,2533050801
759,A759,Roger@trent.ca,Roger,3030769194
760,A760,Cooper@trent.ca,Cooper,3018348943
761,A761,Tyree@trent.ca,Tyree,2447404058
762,A762,Gilbert@trent.ca,Gilbert,2484578582
763,A763,Reynaldo@trent.ca,Reynaldo,2618779056
764,A764,Kai@trent.ca,Kai,2841547699
765,A765,Giovani@trent.ca,Giovani,2981289261
766,A766,Dangelo@trent.ca,Dangelo,3090385051
767,A767,Jadiel@trent.ca,Jadiel,2905743787
768,A768,Jeramiah@trent.ca,Jeramiah,2485736985
769,A769,Terry@trent.ca,Terry,2352525866
770,A770,Cristofer@trent.ca,Cristofer,2489629346
771,A771,Sebastian@trent.ca,Sebastian,2834954797
772,A772,Kamden@trent.ca,Kamden,2549797901
773,A773,Kendrick@trent.ca,Kendrick,2778798257
774,A774,Cornelius@trent.ca,Cornelius,2415840380
775,A775,Landen@trent.ca,Landen,2252845141
776,A776,Osvaldo@trent.ca,Osvaldo,3020461558
777,A777,Cyrus@trent.ca,Cyrus,2526395306
778,A778,Layton@trent.ca,Layton,3003016870
779,A779,Gary@trent.ca,Gary,2873551891
780,A780,Hudson@trent.ca,Hudson,2650186433
781,A781,Clay@trent.ca,Clay,2883898444
782,A782,Mauricio@trent.ca,Mauricio,3150187078
783,A783,Skylar@trent.ca,Skylar,2539441433
784,A784,Gauge@trent.ca,Gauge,3187742750
785,A785,Ashton@trent.ca,Ashton,3155902844
786,A786,Ernesto@trent.ca,Ernesto,3163619764
787,A787,Gustavo@trent.ca,Gustavo,2754438377
788,A788,Jeremiah@trent.ca,Jeremiah,2297122967
789,A789,Kaden@trent.ca,Kaden,2267436462
790,A790,Bradley@trent.ca,Bradley,2686024018
791,A791,Zayne@trent.ca,Zayne,2710271419
792,A792,King@trent.ca,King,2321794213
793,A793,Talon@trent.ca,Talon,2649818926
794,A794,Arturo@trent.ca,Arturo,3108057743
795,A795,Remington@trent.ca,Remington,3109299052
796,A796,Alexander@trent.ca,Alexander,2490762532
797,A797,Dwayne@trent.ca,Dwayne,3221281371
798,A798,Koen@trent.ca,Koen,3072611497
799,A799,Solomon@trent.ca,Solomon,2233629662
800,A800,Roy@trent.ca,Roy,3053760362
801,A801,Franklin@trent.ca,Franklin,2369634317
802,A802,Ali@trent.ca,Ali,2771093160
803,A803,Felipe@trent.ca,Felipe,2696577370
804,A804,Prince@trent.ca,Prince,2286210391
805,A805,Dominik@trent.ca,Dominik,2222960774
806,A806,Lincoln@trent.ca,Lincoln,3048864374
807,A807,Blaze@trent.ca,Blaze,2361323888
808,A808,Jerome@trent.ca,Jerome,2431572891
809,A809,Malachi@trent.ca,Malachi,3268833945
810,A810,Marquise@trent.ca,Marquise,3328516037
811,A811,Reese@trent.ca,Reese,2578540355
812,A812,Landon@trent.ca,Landon,2893691321
813,A813,Kole@trent.ca,Kole,2441803464
814,A814,Brett@trent.ca,Brett,2469262351
815,A815,Jason@trent.ca,Jason,2290772700
816,A816,Terrence@trent.ca,Terrence,2799260638
817,A817,Tyrone@trent.ca,Tyrone,2587306099
818,A818,Jasiah@trent.ca,Jasiah,2241713426
819,A819,Scott@trent.ca,Scott,3232167874
820,A820,Liam@trent.ca,Liam,2642772843
821,A821,Killian@trent.ca,Killian,2283290202
822,A822,Morgan@trent.ca,Morgan,2998545588
823,A823,Frank@trent.ca,Frank,2750945037
824,A824,Wyatt@trent.ca,Wyatt,2769914557
825,A825,Judah@trent.ca,Judah,2358698950
826,A826,Andrew@trent.ca,Andrew,3140902536
827,A827,Jamarcus@trent.ca,Jamarcus,2254456391
828,A828,Jordon@trent.ca,Jordon,2728177828
829,A829,Kaeden@trent.ca,Kaeden,2423869401
830,A830,Nolan@trent.ca,Nolan,2562174646
831,A831,Jalen@trent.ca,Jalen,3144953708
832,A832,Nikhil@trent.ca,Nikhil,2237620430
833,A833,Jorge@trent.ca,Jorge,2877426255
834,A834,Turner@trent.ca,Turner,3172895828
835,A835,Douglas@trent.ca,Douglas,2822727747
836,A836,River@trent.ca,River,2821387587
837,A837,Julio@trent.ca,Julio,2955161387
838,A838,Tony@trent.ca,Tony,2428423019
839,A839,Ronald@trent.ca,Ronald,3104337919
840,A840,Ryland@trent.ca,Ryland,2318115844
841,A841,August@trent.ca,August,2327578852
842,A842,Luciano@trent.ca,Luciano,2939265709
843,A843,Cordell@trent.ca,Cordell,2237199625
844,A844,Taylor@trent.ca,Taylor,2576681007
845,A845,Irvin@trent.ca,Irvin,2534252547
846,A846,Nathan@trent.ca,Nathan,2742414684
847,A847,Drake@trent.ca,Drake,2921180597
848,A848,Maurice@trent.ca,Maurice,2496817644
849,A849,Rashad@trent.ca,Rashad,2942665783
850,A850,Jesus@trent.ca,Jesus,3317444008
851,A851,Aydan@trent.ca,Aydan,2373074918
852,A852,Amare@trent.ca,Amare,3115811618
853,A853,Dominick@trent.ca,Dominick,2825669785
854,A854,Quincy@trent.ca,Quincy,2610196722
855,A855,Jordyn@trent.ca,Jordyn,3157539450
856,A856,Gaige@trent.ca,Gaige,3096198938
857,A857,Diego@trent.ca,Diego,3231775195
858,A858,Ace@trent.ca,Ace,2623957231
859,A859,Kolby@trent.ca,Kolby,3036073388
860,A860,Adriel@trent.ca,Adriel,2853301517
861,A861,Marcelo@trent.ca,Marcelo,2909514376
862,A862,Urijah@trent.ca,Urijah,3330937754
863,A863,Abdullah@trent.ca,Abdullah,2898337854
864,A864,Terrance@trent.ca,Terrance,2563383442
865,A865,Kylan@trent.ca,Kylan,2752189690
866,A866,Antony@trent.ca,Antony,2301221636
867,A867,Hamza@trent.ca,Hamza,2826440514
868,A868,Erik@trent.ca,Erik,2302108943
869,A869,Roland@trent.ca,Roland,3052456535
870,A870,Demarcus@trent.ca,Demarcus,2542008538
871,A871,Shawn@trent.ca,Shawn,3058305899
872,A872,Harrison@trent.ca,Harrison,2689936729
873,A873,Saul@trent.ca,Saul,2852935583
874,A874,Zander@trent.ca,Zander,2920432204
875,A875,Deacon@trent.ca,Deacon,2394245781
876,A876,Kymani@trent.ca,Kymani,2777204491
877,A877,Jordan@trent.ca,Jordan,3071625540
878,A878,Nigel@trent.ca,Nigel,2875035693
879,A879,Sean@trent.ca,Sean,2542450456
880,A880,Ibrahim@trent.ca,Ibrahim,2931388935
881,A881,Randall@trent.ca,Randall,2647078151
882,A882,Maximilian@trent.ca,Maximilian,2570858890
883,A883,Cole@trent.ca,Cole,3024338905
884,A884,Armani@trent.ca,Armani,3081257250
885,A885,Orion@trent.ca,Orion,3021430068
886,A886,Cory@trent.ca,Cory,2332129320
887,A887,Kody@trent.ca,Kody,3115089134
888,A888,Niko@trent.ca,Niko,3049579044
889,A889,Aidan@trent.ca,Aidan,3081686827
890,A890,Brice@trent.ca,Brice,3316972877
891,A891,Aldo@trent.ca,Aldo,2655998151
892,A892,Jaiden@trent.ca,Jaiden,2978854398
893,A893,Elias@trent.ca,Elias,3100010212
894,A894,Braedon@trent.ca,Braedon,2758152869
895,A895,Jaidyn@trent.ca,Jaidyn,2443594095
896,A896,Aidyn@trent.ca,Aidyn,2467577921
897,A897,Mekhi@trent.ca,Mekhi,2252171492
898,A898,Aron@trent.ca,Aron,2793715885
899,A899,Carl@trent.ca,Carl,2831194811
900,A900,Jermaine@trent.ca,Jermaine,2543455871
901,A901,Bruno@trent.ca,Bruno,3283133528
902,A902,Mohammad@trent.ca,Mohammad,3062681164
903,A903,Jamari@trent.ca,Jamari,2838547041
904,A904,Matthew@trent.ca,Matthew,2782502684
905,A905,Malaki@trent.ca,Malaki,3163247111
906,A906,Jagger@trent.ca,Jagger,2732447219
907,A907,Jovanny@trent.ca,Jovanny,2565397259
908,A908,Nelson@trent.ca,Nelson,2294618358
909,A909,Braylon@trent.ca,Braylon,2360014421
910,A910,Caleb@trent.ca,Caleb,3011958813
911,A911,Davion@trent.ca,Davion,2378673107
912,A912,Elian@trent.ca,Elian,2381534285
913,A913,Nathaniel@trent.ca,Nathaniel,3194338711
914,A914,Damian@trent.ca,Damian,3154547336
915,A915,Aaron@trent.ca,Aaron,3190393768
916,A916,Konnor@trent.ca,Konnor,2654135226
917,A917,Ray@trent.ca,Ray,2989980384
918,A918,Maverick@trent.ca,Maverick,2577838478
919,A919,Malakai@trent.ca,Malakai,3164477990
920,A920,Cesar@trent.ca,Cesar,2384229594
921,A921,Jett@trent.ca,Jett,2582795292
922,A922,Santino@trent.ca,Santino,2358546555
923,A923,Jovany@trent.ca,Jovany,2940835498
924,A924,Tristan@trent.ca,Tristan,2638626120
925,A925,Raul@trent.ca,Raul,3010019948
926,A926,Eduardo@trent.ca,Eduardo,3219566817
927,A927,Hassan@trent.ca,Hassan,2833399925
928,A928,Rhys@trent.ca,Rhys,2300883945
929,A929,Kristian@trent.ca,Kristian,2849391662
930,A930,Ismael@trent.ca,Ismael,3104424305
931,A931,Justus@trent.ca,Justus,2556200949
932,A932,Edgar@trent.ca,Edgar,2428334195
933,A933,Zachariah@trent.ca,Zachariah,2389913513
934,A934,Nehemiah@trent.ca,Nehemiah,3307619581
935,A935,Tristin@trent.ca,Tristin,2413734280
936,A936,Donald@trent.ca,Donald,2963368432
937,A937,Mitchell@trent.ca,Mitchell,3035041416
938,A938,Clinton@trent.ca,Clinton,2343169215
939,A939,Jaylon@trent.ca,Jaylon,2336550221
940,A940,Shane@trent.ca,Shane,2507442644
941,A941,Jamie@trent.ca,Jamie,3287204175
942,A942,Maximillian@trent.ca,Maximillian,2398787315
943,A943,Danny@trent.ca,Danny,2761253682
944,A944,Jadon@trent.ca,Jadon,2340420722
945,A945,Marlon@trent.ca,Marlon,3006534303
946,A946,Jaquan@trent.ca,Jaquan,3228579575
947,A947,Rex@trent.ca,Rex,2479325532
948,A948,Phoenix@trent.ca,Phoenix,2349001252
949,A949,Harper@trent.ca,Harper,3154265622
950,A950,Zayden@trent.ca,Zayden,2682824010
951,A951,Trevin@trent.ca,Trevin,3211336866
952,A952,Sheldon@trent.ca,Sheldon,2349368808
953,A953,Draven@trent.ca,Draven,2255776440
954,A954,Cassius@trent.ca,Cassius,2870505198
955,A955,Mohamed@trent.ca,Mohamed,3246677837
956,A956,Deshawn@trent.ca,Deshawn,3006442137
957,A957,Brayden@trent.ca,Brayden,2238612395
958,A958,Braxton@trent.ca,Braxton,2865415850
959,A959,Lucas@trent.ca,Lucas,3023862451
960,A960,Frederick@trent.ca,Frederick,2831822239
961,A961,Eddie@trent.ca,Eddie,2894790773
962,A962,William@trent.ca,William,2899843195
963,A963,Brayan@trent.ca,Brayan,2901686769
964,A964,Samir@trent.ca,Samir,2695885729
965,A965,Beckham@trent.ca,Beckham,2650932437
966,A966,Elliott@trent.ca,Elliott,2252226793
967,A967,Emanuel@trent.ca,Emanuel,3142569603
968,A968,Jude@trent.ca,Jude,2471976810
969,A969,Clarence@trent.ca,Clarence,2493179000
970,A970,Rhett@trent.ca,Rhett,2415600480
971,A971,Adam@trent.ca,Adam,2740731626
972,A972,Case@trent.ca,Case,2508994447
973,A973,Camryn@trent.ca,Camryn,3119764830
974,A974,Tomas@trent.ca,Tomas,3076555867
975,A975,Larry@trent.ca,Larry,2735031256
976,A976,Marcel@trent.ca,Marcel,2269511774
977,A977,Orlando@trent.ca,Orlando,2682524023
978,A978,Nasir@trent.ca,Nasir,3162112833
979,A979,Paxton@trent.ca,Paxton,3271492159
980,A980,Wayne@trent.ca,Wayne,3007241637
981,A981,Donavan@trent.ca,Donavan,2718413616
982,A982,Cruz@trent.ca,Cruz,2724251907
983,A983,Eden@trent.ca,Eden,3034941101
984,A984,Korbin@trent.ca,Korbin,3012392008
985,A985,Devin@trent.ca,Devin,3063323451
986,A986,Harry@trent.ca,Harry,2617844587
987,A987,Rohan@trent.ca,Rohan,2530502827
988,A988,Tripp@trent.ca,Tripp,2726241883
989,A989,Kevin@trent.ca,Kevin,2683020695
990,A990,Jackson@trent.ca,Jackson,2231753927
991,A991,Rolando@trent.ca,Rolando,2397304888
992,A992,Kyle@trent.ca,Kyle,2917110279
993,A993,Stanley@trent.ca,Stanley,2450044393
994,A994,Julien@trent.ca,Julien,3177192142
995,A995,Ramon@trent.ca,Ramon,2256406343
996,A996,Elisha@trent.ca,Elisha,3229899629
997,A997,Marcus@trent.ca,Marcus,2385166403
998,A998,Brennen@trent.ca,Brennen,3266458237
999,A999,Emmett@trent.ca,Emmett,2310459443
1000,A1000,Isiah@trent.ca,Isiah,2992792415
